name,data
University of Manchester,"대학교 위치는 영국 맨체스터시에 있으며, 세계적인 연구 활동과 훌륭한 교육 프로그램으로 유명한 대학입니다."
University of Manitoba,"University of Manitoba는 캐나다 매니토바 주의 수도인 위니펙(Winnipeg)에 위치하며, 공학 분야가 강점인 프로그램 제공 및 대학교토나 미술관 등 조경이 아름다운 캠퍼스가 특징입니다."
University of Massachusetts Boston,"마사추세츠 주 보스턴에 위치하며, 대도시 내에서의 교육 기회와 문화적 다양성을 제공하는 공립 대학입니다."
University of Melbourne,"멜버른 시내 중심부에 위치하며, 세계적인 연구 및 교육 기관으로서 역사와 전통이 깊은 대학교입니다."
University of Minnesota,"미네소타 대학교는 미국 중서부의 미네소타 주에서 위치하며, 국제적으로 인정받는 우수한 학술 연구 기관이다."
University of New South Wales,"UNSW는 오스트레일리아 시드니에 위치한 세계적으로 유명한 대학교로, 과학 기술 연구 분야에서 우수한 성과를 내고 있습니다."
University of Newcastle,뉴캐슬 대학교는 호주 뉴사우스웨일스 주에 위치하며 평생학습 지원 및 높은 교육 수준으로 유명합니다.
University of North Carolina at Chapel Hill,"노스캐롤라이나 주 채플힐에 위치한 대학으로, 탁월한 교육과 연구 인프라를 가진 세계적 수준의 대학 중 하나이다."
University of North Carolina at Greensboro,노스캐롤라이나 그린스버로에 위치한 대학교로 문과 예술전공이 강하며 다양한 학생클럽과 운동 시설을 보유하고 있습니다.
University of North Florida,"노스플로리다 대학교는 미국 플로리다주 잭슨빌에 위치하며, 해안가와 가깝고 캠퍼스 내 공원이 아름답고 학생 중심의 활기찬 분위기가 특징입니다."
University of Nottingham,"노팅엄 대학교는 영국 중부에 위치하며, 월드대학 순위 100위 안에 드는 세계적인 대학으로, 공학, 경제, 생명과학 분야에서 세계적인 연구를 수행하고 있습니다."
University of Nottingham Ningbo China,"노팅엄 대학교 중국 닝보 캠퍼스는 중국 동해안에 위치하며, 영국 노팅엄 대학교와 함께 우수한 교육과 연구를 제공하며 국제적인 학문적 거점으로 자리 잡고 있습니다."
University of Oklahoma,오클라호마주 노먼에 위치한 대학으로 전통적인 미국식 대학교 문화와 우수한 스포츠 프로그램이 특징입니다.
University of Oslo,"노르웨이의 수도 오슬로에 위치한 세계적인 대학으로, 학술 연구와 교육 분야에서 우수한 성과를 내고 있음."
University of Pecs,"헝가리 페치에 위치한 University of Pecs는 유럽에서 가장 오래된 대학 중 하나로, 역사와 예술 분야에서 유명하며 국제 학생들이 많이 다니는 대학입니다."
University of Pittsburgh,"University of Pittsburgh는 펜실베이니아주 피츠버그에 위치하며, 우수한 학사 프로그램과 연구 시설, 다양한 학문 분야를 제공하는 대학이다."
University of Quebec at Montreal,"UQAM은 캐나다의 몬트리올 도심에 위치하며, 프랑스어로 강의되는 대학으로 예술, 인문학과 사회과학 분야에서 강력한 프로그램을 제공합니다."
University of Reading,"University of Reading은 영국 남부 지역 Reading에 위치한 대학으로, 교육 및 연구 분야에서 전 세계적으로 유명한 대학입니다."
University of Roehampton,"로힘톤 대학교는 런던 남서쪽에 위치하며, 아름다운 캠퍼스와 다양한 교육 프로그램을 제공하는 대학이다."
University of Rostock,"유럽 독일의 북부에 위치한 로스토크 대학으로, 초석을 놓은 연구 주도적 학교이다."
University of Sao Paulo,"University of Sao Paulo는 브라질의 상파울루에 위치한 대학으로, 라틴 아메리카 최대 규모를 자랑하며, 대학 연구와 의료 기술 등에서 세계적으로 유명합니다."
University of Saskatchewan,"캐나다 사스카툰에 위치한 University of Saskatchewan은 연구 중심 대학으로, 농업, 의과학, 의과대학 등 분야에서 우수한 교육을 제공하고 있습니다."
University of Sheffield,"셰필드 대학교는 영국 북부에 위치하며, 공학 분야와 경제 분야에서 우수한 교육과 연구를 수행하는 대학이다."
University of South Carolina,"사우스캐롤라이나 대학교는 미국 남부의 코럼비아에 위치해 있으며, 역사적인 건물과 아름다운 캠퍼스가 특징입니다."
University of Southern Denmark,"덴마크 남부에 위치해 있는 대학으로, 과학 기술 분야에서 세계적인 평판을 가지고 있으며 국제적인 학술 연구와 교육을 중요시하는 대학입니다."
University of Tampere,"탐페레 대학교는 핀란드 서부에 위치한 대학교로 과학기술, 사회과학, 의학, 교육 등 다양한 분야에서 교육 및 연구를 수행하는 국제적인 대학교입니다."
University of Technology of Troyes,"트와의 공과대학으로, 프랑스의 동부에 위치하며 정보통신 및 모빌리티 분야에서 선두적인 연구와 교육을 제공하는 대학입니다."
University of Texas at Austin,"텍사스 주에 위치한 대학교로, 대표적인 공과대학과 경영대학이 있으며 오스틴의 문화적인 분위기와 함께 전공 분야에서 우수한 교육을 제공한다."
University of Texas at Dallas,"텍사스 주 다라스에 위치하며, 과학과 공학 분야의 교육과 연구에 일류를 자랑하는 대학이다."
University of Tours,"투르 대학은 프랑스 중부 지역에 위치하며, 인문학, 사회과학, 자연과학 등 다양한 분야에서 연구 및 교육 활동을 전개하는 대학이다."
University of Tuebingen,"Tuebingen 대학교는 독일의 남서부에 위치하며, 고대의 역사와 문화적인 풍부함, 높은 학문적 수준과 혁신적인 연구로 유명합니다."
University of Utah,"유타 주에서 위치한 대학교로, 대도시인 솔트레이크시티 중심에 있어 연구에 집중하며 야외 스포츠 및 스키 등 액티비티도 즐길 수 있는 대학입니다."
University of Vaasa,"University of Vaasa는 핀란드 서부에 위치하며 비즈니스, 관리 및 기술 분야에서 우수한 교육과 연구를 제공하는 대학입니다."
University of Verona,"베로나 대학교는 이탈리아 북동부 베네도 지방에 위치하며, 고대 유적지와 아름다운 베네도쥬어 호수 근처에 자리하고 있습니다."
University of Washington,"워싱턴주 시애틀에 위치한 대학으로, 과학, 인문학, 예술 등 다양한 분야의 교육 프로그램과 세계적인 연구 센터를 보유한 선진 대학."
University of Western Australia,"University of Western Australia는 호주 서부 퍼스에 위치한 초등~대학교 수준의 교육을 제공하는 대학으로, 교육, 연구, 지역사회 발전을 추구하는 국제적 수준의 학교입니다."
University of Wollongong,"오스트레일리아의 울롱공(University of Wollongong)은 시드니에서 차로 약 1시간 거리에 위치한 대학으로, 고용률이 높은 산업 중심 도시인 울롱공(Wollongong)에 위치해 있으며, 인문/사회과학, 공학, 자연과학 등과 같이 다양한 학과를 보유하고 있습니다."
University of Wyoming,워밍턴(한 남서부의 주)의 대학교로 호랑이 팀을 가진 대학으로 미국에서 가장 아름다운 캠퍼스 중 하나로 유명하다.
University of the Basque Country,"바스크 지방에 있으며, 학교 가까이에 해변과 자연 경관이 아름다운 특징이 있다."
University of the Sacared Heart,"University of the Sacred Heart는 일본 도쿄에 위치한 카톨릭 대학으로, 다양한 전공 분야와 국제 교류가 활발한 대학이다."
University of the Sunshine Coast,"University of the Sunshine Coast는 호주 쿠알라럼파에리에 위치해 있으며, 자연친화적이고 올림픽 수영장과 대규모 운동 시설을 보유한 대학입니다."
University of the West of England,유웨스트 잉글랜드 대학교는 영국 북부에 위치한 대학으로 공학 및 디자인 분야에서 강한 교육 프로그램을 제공하며 인근의 도시와 긴밀한 협력관계를 유지하고 있다.
Uppsala University,"스웨덴의 우리나라와 비슷한 크기의 도시인 우프살라에 위치한 대표적인 대학으로, 세계에서 가장 오래된 대학 중 하나이며 뛰어난 역사학, 생물학, 의학 등의 분야에서 우수한 연구를 수행한다."
Ural Federal University,우랄 연방 대학교는 러시아의 우랄 산맥에 위치하며 창의적인 연구 및 교육을 위한 고급 기술 교육 프로그램을 제공합니다.
Ural State University,"우랄 국립 대학교는 러시아 연합에서 주요 대학 중 하나로, 우랄 산맥 기슭의 중심지 엘레츠피노에서 운영되며 과학 및 공학 분야에서 강력한 연구 및 교육 프로그램을 제공합니다."
Utrecht University,"유트레흐트 대학교는 네덜란드 유트레흐트에 위치하며, 세계적으로 유명한 고등 교육기관으로서 저명한 교수진과 첨단 연구 시설을 보유하고 있다."
Vilnius University,"Vilnius University는 리투아니아의 수도인 빌니우스에 위치하며, 리투아니아 최고의 대학으로 교육과 연구의 측면에서 높은 질의 교육을 제공한다."
Vorarlberg University of Applied Sciences,Vorarlberg University of Applied Sciences는 오스트리아의 Vorarlberg 지역에 위치하고 있으며 혁신적인 산업과 기술 분야의 교육 및 연구에 중점을 둔 대학입니다.
Vrije Universiteit Amsterdam,"Vrije Universiteit Amsterdam은 네덜란드의 암스테르담에 위치한 자유주의적 대학으로 교육, 연구, 사회문제 연구 등 다양한 분야에서 글로벌적인 영향력을 가지고 있는 대학입니다."
Vrije University,프랑스 파리에 위치한 Vrije University는 국제적인 학술 연구와 탄탄한 교육 프로그램이 특징입니다.
Vytautas Magnus University,"Vytautas Magnus University는 리투아니아에 위치한 대학으로 중앙유럽에서 가장 큰 규모의 대학 중 하나이며, 교육과 연구 프로그램에 대한 광범위한 선택이 제공되며 학생들이 다양한 국제 프로그램에 참여할 수 있다."
Warsaw School of Economics,Warsaw School of Economics은 폴란드 와르샤와에 위치하며 경제학 분야에서 세계적인 명성을 가진 대학입니다.
Waseda University,"일본 도쿄에 위치한 와세다 대학교는 교육, 연구 및 국제 교류 분야에서 세계적인 명성을 자랑하는 일본 최고의 종합 대학교입니다."
Washington State University,"워싱턴 주립 대학교는 미국 워싱턴 주에 위치하며, 전공 분야별로 우수한 교육 프로그램과 연구 시설을 보유한 국제적인 대학이다."
Western Illinois University,"위치는 일리노이 주의 맥컴버 지역에 있고, 미국 중서부에서 유일한 양대 국립 연구대학교로서 교육, 연구, 지역사회발전에 힘을 쏟고 있습니다."
Worms University of Applied Sciences,"Worms University of Applied Sciences(웜스 응용 과학대학)는 독일 남서부 롯마인주의 매력적인 중세 도시인 웜스(Worms)에 위치하며, 실용적인 교육과 산학협력을 강조하는 대학입니다."
Xi'an Jiaotong University,"중국의 서북쪽에 위치한 Xi'an Jiaotong University는 중국에서 고대 역사와 문화 유적지가 대표적이며, 교통, 공학, 의학 등 전공 분야에서 국내외적으로 높은 평가를 받는 대학입니다."
York St John University,"York St John University는 유네스코 세계 유산 도시인 York에 위치한 작고 아늑한 대학으로, 학생 중심의 교육과 개별적인 지도가 특징입니다."
York University,"York University는 캐나다 온타리오 주 토론토에 위치한 대학으로, 다양한 전공과 연구분야, 국제적인 학생들, 그리고 사회적으로 영향력 있는 프로그램을 갖추고 있다."
Zagreb School of Economics and Management,"Zagreb School of Economics and Management은 크로아티아의 수도인 자그레브에 위치한 경영대학교로, 국제적으로 인정받는 뛰어난 교수진과 혁신적인 교육 방식으로 경제와 관리 분야에서 선도적 역할을 하고 있습니다."
Zagreb school of economics and management,"자그레브 경제경영학교는 크로아티아 자그레브에 위치하며, 국제적인 학술 연구와 혁신적인 교육 방식으로 유명합니다."
Zurich University of Applied Sciences,스위스 취리히에 위치하고 산업 협력과 응용과학 분야에서 학문적 능력을 갖춘 대학입니다.
École centrale d'électronique,"에콜 센트랄 드 일렉트로니크는 프랑스 파리에 위치한 공학전문대학으로, 전자공학 및 IT분야에 대한 교육 및 연구를 수행하는 세계적인 대학입니다."
